Industry,Pre_Emp_Direct,Pre_Emp_Indirect,Pre_Emp_Induced,Pre_Emp_Total,Post_Emp_Direct,Post_Emp_Indirect,Post_Emp_Induced,Post_Emp_Total,Change_Employment,PctChange_Employment,Pre_Out_Direct,Pre_Out_Indirect,Pre_Out_Induced,Pre_Out_Total,Post_Out_Direct,Post_Out_Indirect,Post_Out_Induced,Post_Out_Total,Change_Output,PctChange_Output
470 - Home health care services,0.0,0.0,30681.11,30681.11,0.0,0.0,30322.78,30322.78,-358.33000000000175,-1.1679173276325456,0.0,0.0,2311229435.01,2311229435.01,0.0,0.0,2284236497.41,2284236497.41,-26992937.60000038,-1.167903851998302
471 - Other ambulatory health care services,0.0,9.52,6850.59,6860.11,0.0,9.72,6771.14,6780.86,-79.25,-1.1552292893262646,0.0,1176159.73,845994741.86,847170901.59,0.0,1199737.06,836183996.62,837383733.69,-9787167.899999976,-1.1552766840351902
472 - Hospitals,0.0,0.0,87951.66,87951.66,0.0,0.0,86925.63,86925.63,-1026.0299999999988,-1.1665840076241867,0.0,0.0,20069814972.87,20069814972.87,0.0,0.0,19835684726.2,19835684726.2,-234130246.66999817,-1.1665789992906814
473 - Nursing and community care facilities,0.0,0.0,32231.04,32231.04,0.0,0.0,31838.39,31838.39,-392.65000000000146,-1.2182355890470846,0.0,0.0,3157273949.49,3157273949.49,0.0,0.0,3118810561.23,3118810561.23,-38463388.25999975,-1.2182467810945836
"474 - Residential mental health, substance abuse, and other residential care facilities",0.0,0.0,12384.72,12384.72,0.0,0.0,12234.49,12234.49,-150.22999999999956,-1.2130270203928677,0.0,0.0,1225638724.08,1225638724.08,0.0,0.0,1210772008.49,1210772008.49,-14866715.589999914,-1.2129769807297255
475 - Individual and family services,0.0,0.0,61012.41,61012.41,0.0,0.0,60323.15,60323.15,-689.260000000002,-1.1297045961633083,0.0,0.0,3214780186.9,3214780186.9,0.0,0.0,3178462866.8,3178462866.8,-36317320.099999905,-1.1296983926923025
476 - Child day care services,0.0,0.0,20287.05,20287.05,0.0,0.0,20056.07,20056.07,-230.97999999999956,-1.1385588343302726,0.0,0.0,1434156718.13,1434156718.13,0.0,0.0,1417828154.28,1417828154.28,-16328563.850000143,-1.1385480849882983
"477 - Community food, housing, and other relief services, including rehabilitation services",0.0,0.0,11994.35,11994.35,0.0,0.0,11858.81,11858.81,-135.54000000000087,-1.1300320567600652,0.0,0.0,1227655378.59,1227655378.59,0.0,0.0,1213782452.52,1213782452.52,-13872926.069999933,-1.1300342353351165
478 - Performing arts companies,0.0,528.63,5793.64,6322.27,0.0,539.23,5727.89,6267.12,-55.150000000000546,-0.8723132672283933,0.0,58098899.28,636742067.92,694840967.21,0.0,59263551.66,629516166.75,688779718.41,-6061248.8000000715,-0.8723217377838051
479 - Commercial Sports Except Racing,0.0,2183.43,12328.88,14512.3,0.0,2227.2,12186.99,14414.18,-98.11999999999898,-0.6761161221860008,0.0,155083902.43,875692414.44,1030776316.87,0.0,158192719.25,865614506.89,1023807226.14,-6969090.730000019,-0.6761011691811066
48 - Construction of new educational and vocational structures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
480 - Racing and Track Operation,0.0,3.37,832.84,836.21,0.0,3.44,823.29,826.73,-9.480000000000018,-1.1336865141531454,0.0,164961.43,40766041.69,40931003.11,0.0,168268.25,40298496.45,40466764.7,-464238.4099999964,-1.1341974902310095
"481 - Independent artists, writers, and performers",0.0,1940.77,3771.41,5712.18,0.0,1979.67,3727.64,5707.32,-4.860000000000582,-0.08508135247839847,0.0,433205847.01,841828838.89,1275034685.9,0.0,441889905.12,832059251.8,1273949156.93,-1085528.9700000286,-0.08513721093272013
482 - Promoters of performing arts and sports and agents for public figures,0.0,1494.29,8180.61,9674.9,0.0,1524.25,8087.11,9611.36,-63.539999999999054,-0.656750974170266,0.0,271390597.03,1485747424.68,1757138021.71,0.0,276830901.53,1468765655.95,1745596557.48,-11541464.23000002,-0.6568331051631432
"483 - Museums, historical sites, zoos, and parks",0.0,0.18,2719.14,2719.32,0.0,0.18,2687.77,2687.95,-31.370000000000346,-1.1535972228351332,0.0,22243.32,336103004.65,336125247.97,0.0,22689.21,332225381.72,332248070.93,-3877177.0400000215,-1.1534917604124961
484 - Amusement parks and arcades,0.0,49.35,3103.96,3153.31,0.0,50.34,3067.1,3117.44,-35.86999999999989,-1.1375348443381683,0.0,5898989.55,371023743.0,376922732.54,0.0,6017240.88,366617187.64,372634428.52,-4288304.0200000405,-1.1377143509233567
485 - Gambling industries (except casino hotels),0.0,7.67,6873.21,6880.88,0.0,7.83,6789.71,6797.54,-83.34000000000015,-1.211182290637246,0.0,1690587.45,1514334124.92,1516024712.37,0.0,1724477.02,1495939074.15,1497663551.17,-18361161.19999981,-1.21113864768707
486 - Other amusement and recreation industries,0.0,325.15,12896.89,13222.04,0.0,331.67,12752.28,13083.94,-138.10000000000036,-1.044468175863939,0.0,29396304.14,1165982411.56,1195378715.71,0.0,29985583.38,1152908351.56,1182893934.95,-12484780.75999999,-1.044420533503025
487 - Fitness and recreational sports centers,0.0,202.21,10394.09,10596.3,0.0,206.26,10277.56,10483.82,-112.47999999999956,-1.0615025999641343,0.0,12634122.41,649424606.66,662058729.06,0.0,12887386.43,642143354.39,655030740.82,-7027988.23999989,-1.0615354698182629
488 - Bowling centers,0.0,0.13,1132.09,1132.22,0.0,0.14,1119.41,1119.55,-12.670000000000073,-1.1190404691667761,0.0,8938.7,75463183.31,75472122.01,0.0,9117.89,74617972.47,74627090.36,-845031.650000006,-1.1196606475276258
"489 - Hotels and motels, including casino hotels",0.0,4088.67,25479.24,29567.91,0.0,4170.63,25192.86,29363.5,-204.40999999999985,-0.6913238034071392,0.0,691215062.17,4307420321.41,4998635383.58,0.0,705071181.17,4259007096.55,4964078277.72,-34557105.85999966,-0.6913307974715694
49 - Construction of new highways and streets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
490 - Other accommodations,0.0,47.81,1804.6,1852.41,0.0,48.76,1784.44,1833.21,-19.200000000000045,-1.0364876026365677,0.0,6957409.97,262629563.52,269586973.48,0.0,7096878.43,259695500.49,266792378.92,-2794594.560000032,-1.0366207698857364
491 - Full-service restaurants,0.0,10984.04,86225.07,97209.11,0.0,11204.23,85232.11,96436.34,-772.7700000000041,-0.7949563574854293,0.0,1119419840.68,8787479792.49,9906899633.17,0.0,1141859766.23,8686283894.56,9828143660.78,-78755972.38999939,-0.7949608384676765
492 - Limited-service restaurants,0.0,4217.72,85495.86,89713.58,0.0,4302.27,84488.63,88790.9,-922.6800000000076,-1.0284730583708817,0.0,483019011.84,9791099022.88,10274118034.72,0.0,492701626.23,9675749642.89,10168451269.12,-105666765.59999847,-1.02847529338199
493 - All other food and drinking places,0.0,17435.79,44773.25,62209.05,0.0,17785.31,44257.01,62042.32,-166.7300000000032,-0.26801566653083947,0.0,1526386025.23,3919596632.77,5445982658.01,0.0,1556984007.79,3874402759.1,5431386766.89,-14595891.119999886,-0.26801207489216144
"494 - Automotive repair and maintenance, except car washes",0.0,48788.58,26535.36,75323.94,0.0,49766.59,26224.29,75990.89,666.9499999999971,0.8854422644381016,0.0,6829092681.91,3714239451.5,10543332133.41,0.0,6965988889.87,3670697961.38,10636686851.25,93354717.84000015,0.8854384615673366
495 - Car washes,0.0,310.96,4763.35,5074.31,0.0,317.2,4707.5,5024.7,-49.61000000000058,-0.9776698703863299,0.0,33757883.69,517103564.78,550861448.47,0.0,34434595.29,511040192.19,545474787.48,-5386660.99000001,-0.977861312488156
496 - Electronic and precision equipment repair and maintenance,0.0,6237.9,3820.59,10058.49,0.0,6362.95,3776.22,10139.17,80.68000000000029,0.8021084675731674,0.0,1057237891.74,647536353.23,1704774244.97,0.0,1078431315.97,640017023.97,1718448339.94,13674094.970000029,0.8021059099376915
497 - Commercial and industrial machinery and equipment repair and maintenance,0.0,11332.89,5174.34,16507.23,0.0,11560.07,5114.12,16674.19,166.95999999999913,1.0114355951907081,0.0,1598516555.95,729845957.8,2328362513.75,0.0,1630560469.41,721352057.14,2351912526.55,23550012.80000019,1.0114409874290216
498 - Personal and household goods repair and maintenance,0.0,7657.9,4247.45,11905.35,0.0,7811.41,4198.23,12009.64,104.28999999999905,0.8759927259593298,0.0,1893501564.67,1050230568.45,2943732133.13,0.0,1931458756.94,1038058389.47,2969517146.41,25785013.279999733,0.8759293343916841
499 - Personal care services,0.0,0.0,33270.91,33270.91,0.0,0.0,32884.22,32884.22,-386.6900000000023,-1.1622465390937677,0.0,0.0,1556061009.73,1556061009.73,0.0,0.0,1537975955.14,1537975955.14,-18085054.589999914,-1.1622330022354292
5 - Tree nut farming,0.0,3.19,433.86,437.05,0.0,3.26,428.74,431.99,-5.060000000000002,-1.1577622697631855,0.0,505219.89,68606524.51,69111744.4,0.0,515347.54,67796303.09,68311650.63,-800093.7700000107,-1.1576813419283492
"50 - Construction of new commercial structures, including farm structures",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
500 - Death care services,0.0,0.0,5724.02,5724.02,0.0,0.0,5654.79,5654.79,-69.23000000000047,-1.20946467692287,0.0,0.0,272131091.14,272131091.14,0.0,0.0,268839761.74,268839761.74,-3291329.399999976,-1.2094646687418475
501 - Dry-cleaning and laundry services,0.0,3027.64,11031.18,14058.83,0.0,3088.33,10901.85,13990.19,-68.63999999999942,-0.48823408491317855,0.0,117048784.93,426466131.64,543514916.58,0.0,119395148.58,421466206.09,540861354.67,-2653561.910000086,-0.48822246254018087
502 - Other personal services,0.0,583.19,21218.44,21801.63,0.0,594.88,20971.79,21566.67,-234.96000000000276,-1.0777175835017967,0.0,53114728.94,1932507196.83,1985621925.77,0.0,54179468.48,1910042624.45,1964222092.92,-21399832.849999905,-1.0777395521406377
503 - Religious organizations,0.0,0.0,46722.35,46722.35,0.0,0.0,46193.05,46193.05,-529.2999999999956,-1.1328625379502437,0.0,0.0,2624827934.09,2624827934.09,0.0,0.0,2595092429.97,2595092429.97,-29735504.120000362,-1.1328553667769976
"504 - Grantmaking, giving, and social advocacy organizations",0.0,3.18,7846.05,7849.23,0.0,3.24,7757.2,7760.44,-88.78999999999996,-1.1311937604070712,0.0,752074.35,1857919699.95,1858671774.3,0.0,767150.45,1836880420.76,1837647571.22,-21024203.079999924,-1.131141246706558
505 - Business and professional associations,0.0,1155.51,3211.59,4367.1,0.0,1178.67,3174.58,4353.25,-13.850000000000364,-0.31714410020380485,0.0,362864267.3,1008532958.32,1371397225.62,0.0,370138255.89,996911949.41,1367050205.3,-4347020.319999933,-0.3169774766049037
506 - Labor and civic organizations,0.0,0.14,9271.63,9271.77,0.0,0.14,9164.56,9164.7,-107.06999999999971,-1.154795686260549,0.0,18431.81,1246924702.0,1246943133.81,0.0,18801.3,1232525373.46,1232544174.76,-14398959.049999952,-1.1547406340820319
507 - Private households,0.0,0.0,10314.55,10314.55,0.0,0.0,10200.08,10200.08,-114.46999999999935,-1.1097915081123206,0.0,0.0,441199830.46,441199830.46,0.0,0.0,436303749.84,436303749.84,-4896080.620000005,-1.1097195152807053
508 - Postal service,0.0,33965.2,6361.68,40326.88,0.0,34646.07,6287.54,40933.6,606.7200000000012,1.5045051836393026,0.0,4493283112.96,841591590.12,5334874703.08,0.0,4583355608.4,831783084.39,5415138692.79,80263989.71000004,1.5045149919577487
509 - Federal electric utilities,0.0,111.7,98.82,210.52,0.0,113.94,97.66,211.6,1.079999999999984,0.5130153904617063,0.0,188985870.2,167202875.54,356188745.74,0.0,192774286.93,165227982.12,358002269.05,1813523.3100000024,0.5091467183311243
51 - Construction of other new nonresidential structures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
510 - Other federal government enterprises,0.0,606.36,541.13,1147.48,0.0,618.51,534.9,1153.41,5.930000000000064,0.5167846062676529,0.0,96679457.3,86278948.88,182958406.18,0.0,98617496.75,85285395.33,183902892.08,944485.900000006,0.5162298468378612
511 - State government passenger transit,0.0,59.69,308.8,368.49,0.0,60.88,305.21,366.09,-2.400000000000034,-0.6513066840348541,0.0,3578890.84,18515931.3,22094822.14,0.0,3650633.4,18300494.72,21951128.13,-143694.01000000164,-0.6503515126282055
512 - State government electric utilities,0.0,36.07,31.92,67.99,0.0,36.79,31.55,68.34,0.3500000000000085,0.514781585527296,0.0,26446764.26,23407723.16,49854487.42,0.0,26976916.93,23131249.3,50108166.22,253678.79999999702,0.5088384479071574
513 - Other state government enterprises,0.0,1248.52,854.33,2102.85,0.0,1273.55,844.2,2117.75,14.900000000000091,0.7085621894096151,0.0,455316759.39,311562862.97,766879622.36,0.0,464444053.55,307866507.84,772310561.4,5430939.039999962,0.7081866412471305
514 - Local government passenger transit,0.0,562.74,2911.44,3474.18,0.0,574.02,2877.56,3451.59,-22.58999999999969,-0.6502253769234666,0.0,31796539.83,164504192.13,196300731.96,0.0,32433934.27,162590152.83,195024087.11,-1276644.849999994,-0.6503515484904736
515 - Local government electric utilities,0.0,1021.8,904.23,1926.04,0.0,1042.29,893.55,1935.84,9.799999999999955,0.5088160162821102,0.0,782357896.32,692338518.07,1474696414.39,0.0,798041067.46,684161070.2,1482202137.66,7505723.269999981,0.5089673506193939
516 - Other local government enterprises,0.0,14085.02,9667.81,23752.83,0.0,14367.37,9553.11,23920.48,167.64999999999782,0.7058106339328737,0.0,6069225470.92,4165852410.09,10235077881.02,0.0,6190889356.72,4116427127.72,10307316484.45,72238603.4300003,0.7057943698109036
517 - * Not an industry (Used and secondhand goods),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
518 - * Not an industry (Scrap),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
519 - * Not an industry (Rest of world adjustment),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
52 - Construction of new single-family residential structures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
520 - * Not an industry (Noncomparable foreign imports),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"521 - * Employment and payroll of state govt, education",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"522 - * Employment and payroll of state govt, hospitals and health services",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"523 - * Employment and payroll of state govt, other services",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"524 - * Employment and payroll of local govt, education",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"525 - * Employment and payroll of local govt, hospitals and health services",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"526 - * Employment and payroll of local govt, other services",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"527 - * Employment and payroll of federal govt, military",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"528 - * Employment and payroll of federal govt, non-military",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
53 - Construction of new multifamily residential structures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
54 - Construction of other new residential structures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
55 - Maintenance and repair construction of nonresidential structures,0.0,16570.4,9364.49,25934.89,0.0,16902.57,9254.79,26157.36,222.47000000000116,0.8578019802667418,0.0,3583529213.87,2025172243.15,5608701457.02,0.0,3655364753.86,2001448228.8,5656812982.67,48111525.64999962,0.8578015075090502
56 - Maintenance and repair construction of residential structures,0.0,732.81,9319.04,10051.85,0.0,747.5,9211.56,9959.06,-92.79000000000087,-0.9231136556952289,0.0,117228452.47,1490770678.06,1607999130.52,0.0,119578417.73,1473576833.13,1593155250.86,-14843879.660000086,-0.9231273436820718
"57 - Maintenance and repair construction of highways, streets, bridges, and tunnels",0.0,61.32,66.1,127.41,0.0,62.55,65.31,127.86,0.45000000000000284,0.35319048740287484,0.0,13257413.04,14290573.79,27547986.82,0.0,13523171.56,14121320.99,27644492.55,96505.73000000045,0.35031862992593243
58 - Dog and cat food manufacturing,0.0,0.14,584.31,584.45,0.0,0.14,577.45,577.59,-6.860000000000014,-1.1737531012062645,0.0,142564.23,596227204.79,596369769.02,0.0,145422.08,589220050.11,589365472.18,-7004296.840000033,-1.1744889167521058
59 - Other animal food manufacturing,0.0,11.58,469.09,480.67,0.0,11.81,463.55,475.36,-5.310000000000002,-1.1047080117336223,0.0,19467624.53,788622782.54,808090407.07,0.0,19857873.15,779300358.33,799158231.48,-8932175.590000033,-1.1053435991631926
"6 - Greenhouse, nursery, and floriculture production",0.0,251.78,2619.34,2871.11,0.0,256.83,2588.74,2845.57,-25.539999999999964,-0.8895514278449784,0.0,27820934.0,289429679.86,317250613.86,0.0,28378633.32,286049089.26,314427722.58,-2822891.280000031,-0.8897985241553382
60 - Flour milling,0.0,2.01,209.42,211.43,0.0,2.05,206.94,208.99,-2.4399999999999977,-1.1540462564442122,0.0,3048989.62,318056585.95,321105575.57,0.0,3110109.76,314285343.91,317395453.67,-3710121.899999976,-1.1554212017072814
61 - Rice milling,0.0,0.43,56.98,57.41,0.0,0.43,56.3,56.74,-0.6699999999999946,-1.1670440689775206,0.0,370452.75,49509156.03,49879608.77,0.0,377878.86,48922467.16,49300346.02,-579262.75,-1.1613217591000764
62 - Malt manufacturing,0.0,0.27,16.0,16.27,0.0,0.27,15.81,16.08,-0.19000000000000128,-1.1677934849416183,0.0,343812.77,20662135.77,21005948.54,0.0,350704.85,20416949.86,20767654.71,-238293.8299999982,-1.1344111861753527
63 - Wet corn milling,0.0,23.44,170.87,194.31,0.0,23.91,168.85,192.76,-1.5500000000000114,-0.7976944058463338,0.0,60445942.99,440555869.41,501001812.4,0.0,61657644.28,435351558.44,497009202.71,-3992609.6899999976,-0.7969251989077232
64 - Soybean and other oilseed processing,0.0,10.88,120.05,130.92,0.0,11.09,118.63,129.73,-1.1899999999999977,-0.9089520317751282,0.0,78828054.28,870165751.1,948993805.38,0.0,80408243.95,859893446.17,940301690.12,-8692115.25999999,-0.9159296099429708
65 - Fats and oils refining and blending,0.0,14.03,111.99,126.02,0.0,14.32,110.66,124.98,-1.039999999999992,-0.8252658308204983,0.0,39863389.92,318086515.87,357949905.79,0.0,40662492.69,314326212.5,354988705.19,-2961200.600000024,-0.8272667633379079
66 - Breakfast cereal manufacturing,0.0,0.2,188.5,188.7,0.0,0.2,186.25,186.45,-2.25,-1.192368839427663,0.0,203665.49,193562733.69,193766399.18,0.0,207748.18,191257640.48,191465388.66,-2301010.5200000107,-1.1875178202916794
67 - Beet sugar manufacturing,0.0,1.01,98.4,99.41,0.0,1.03,97.23,98.26,-1.1499999999999915,-1.1568252690876084,0.0,683912.91,66636305.6,67320218.51,0.0,697622.64,65843834.8,66541457.44,-778761.0700000077,-1.1568011620228589
68 - Sugar cane mills and refining,0.0,0.95,92.7,93.64,0.0,0.97,91.59,92.56,-1.0799999999999983,-1.153353267834257,0.0,1225784.61,119874606.41,121100391.02,0.0,1250356.72,118449058.44,119699415.17,-1400975.849999994,-1.156871450372625
69 - Nonchocolate confectionery manufacturing,0.0,2.61,382.71,385.31,0.0,2.66,378.15,380.81,-4.5,-1.1678907892346424,0.0,1250359.69,183494458.09,184744817.78,0.0,1275424.44,181309362.97,182584787.41,-2160030.370000005,-1.1691967309049165
7 - Tobacco farming,0.0,0.04,9.11,9.15,0.0,0.04,9.0,9.04,-0.11000000000000121,-1.2021857923497399,0.0,10341.88,2422012.1,2432353.98,0.0,10549.19,2392320.27,2402869.46,-29484.52000000002,-1.2121804738305408
70 - Chocolate and confectionery manufacturing from cacao beans,0.0,0.86,138.89,139.75,0.0,0.87,137.24,138.11,-1.6399999999999864,-1.1735241502683265,0.0,564055.08,91541388.35,92105443.43,0.0,575362.15,90451175.48,91026537.63,-1078905.800000012,-1.171381147325976
71 - Confectionery manufacturing from purchased chocolate,0.0,2.62,443.38,446.0,0.0,2.68,438.09,440.77,-5.230000000000018,-1.172645739910318,0.0,1054497.06,178114520.56,179169017.63,0.0,1075635.54,175992499.15,177068134.69,-2100882.9399999976,-1.1725704409109996
"72 - Frozen fruits, juices and vegetables manufacturing",0.0,4.46,412.54,417.0,0.0,4.55,407.66,412.21,-4.7900000000000205,-1.1486810551558801,0.0,3255750.97,301031247.12,304286998.09,0.0,3321015.86,297472702.57,300793718.43,-3493279.6599999666,-1.1480213357544602
73 - Frozen specialties manufacturing,0.0,5.44,956.33,961.77,0.0,5.55,945.03,950.57,-11.199999999999932,-1.1645195836842417,0.0,2368100.71,416385341.75,418753442.45,0.0,2415571.73,411461374.06,413876945.79,-4876496.659999967,-1.1645269425056082
74 - Canned fruits and vegetables manufacturing,0.0,10.4,680.92,691.33,0.0,10.61,672.88,683.49,-7.840000000000032,-1.1340459693634055,0.0,6801728.39,445260187.2,452061915.59,0.0,6938076.06,439998134.38,446936210.43,-5125705.159999967,-1.1338502499840648
75 - Canned specialties,0.0,2.2,151.74,153.94,0.0,2.25,149.94,152.19,-1.75,-1.1368065480057166,0.0,2124558.58,146292753.38,148417311.96,0.0,2167147.55,144564609.43,146731756.98,-1685554.980000019,-1.1356862334592701
76 - Dehydrated food products manufacturing,0.0,2.21,159.84,162.05,0.0,2.25,157.96,160.21,-1.8400000000000034,-1.1354520209811807,0.0,1197381.85,86596532.74,87793914.59,0.0,1221384.6,85573488.36,86794872.96,-999041.6300000101,-1.1379394969065477
77 - Cheese manufacturing,0.0,23.04,840.73,863.76,0.0,23.5,830.8,854.3,-9.460000000000036,-1.0952116328609842,0.0,27620822.78,1008010051.51,1035630874.29,0.0,28174510.67,996113172.6,1024287683.27,-11343191.01999998,-1.0952928598016702
"78 - Dry, condensed, and evaporated dairy product manufacturing",0.0,4.48,247.28,251.76,0.0,4.57,244.36,248.93,-2.829999999999984,-1.1240864315220782,0.0,6269442.55,345785150.27,352054592.82,0.0,6395120.0,341699029.4,348094149.4,-3960443.4200000167,-1.124951499219591
79 - Fluid milk manufacturing,0.0,10.45,738.18,748.63,0.0,10.66,729.44,740.1,-8.529999999999973,-1.1394146641197886,0.0,10193760.19,720104265.63,730298025.82,0.0,10398104.63,711577747.7,721975852.33,-8322173.49000001,-1.1395585357985363
8 - Cotton farming,0.0,7.46,37.38,44.84,0.0,7.61,36.94,44.55,-0.29000000000000625,-0.646743978590558,0.0,2942304.69,14745349.82,17687654.5,0.0,3001286.22,14573955.02,17575241.24,-112413.26000000164,-0.6355464485130102
80 - Creamery butter manufacturing,0.0,0.86,46.99,47.86,0.0,0.88,46.44,47.32,-0.5399999999999991,-1.128290848307562,0.0,2154364.49,117178645.31,119333009.79,0.0,2197550.94,115792614.19,117990165.13,-1342844.6600000113,-1.1252918721845064
81 - Ice cream and frozen dessert manufacturing,0.0,8.48,281.1,289.58,0.0,8.65,277.8,286.45,-3.1299999999999955,-1.0808757510877807,0.0,3686181.33,122147695.47,125833876.79,0.0,3760074.63,120713211.5,124473286.13,-1360590.6600000113,-1.0812594308531525
82 - Frozen cakes and other pastries manufacturing,0.0,4.32,307.06,311.38,0.0,4.4,303.43,307.83,-3.5500000000000114,-1.1400860684693979,0.0,1176030.36,83685878.04,84861908.4,0.0,1199605.11,82695732.55,83895337.65,-966570.75,-1.1389924740367965
83 - Poultry processing,0.0,55.33,3345.54,3400.87,0.0,56.44,3305.96,3362.4,-38.4699999999998,-1.1311811389438526,0.0,22498866.41,1360424202.76,1382923069.17,0.0,22949879.39,1344329137.32,1367279016.71,-15644052.460000038,-1.1312308550459897
"84 - Animal, except poultry, slaughtering",0.0,30.63,1765.18,1795.82,0.0,31.25,1744.26,1775.51,-20.309999999999945,-1.130959673018451,0.0,23885522.28,1376305919.25,1400191441.53,0.0,24364332.22,1359993007.43,1384357339.65,-15834101.879999876,-1.1308526398860024
85 - Meat processed from carcasses,0.0,3.97,1908.53,1912.5,0.0,4.05,1885.75,1889.8,-22.700000000000045,-1.1869281045751658,0.0,2339337.93,1124950187.03,1127289524.96,0.0,2386232.37,1111518840.71,1113905073.08,-13384451.880000114,-1.1873127163560788
86 - Rendering and meat byproduct processing,0.0,3.72,89.76,93.48,0.0,3.79,88.7,92.49,-0.9900000000000091,-1.0590500641848621,0.0,3035851.36,73307151.61,76343002.97,0.0,3096708.13,72436539.35,75533247.48,-809755.4899999946,-1.060680689123794
87 - Seafood product preparation and packaging,0.0,13.83,392.47,406.3,0.0,14.11,387.88,401.99,-4.310000000000002,-1.0607925178439581,0.0,7592876.22,215447183.39,223040059.62,0.0,7745083.26,212929365.2,220674448.46,-2365611.1599999964,-1.0606216497746452
"88 - Bread and bakery product, except frozen, manufacturing",0.0,77.87,5475.12,5552.98,0.0,79.43,5410.34,5489.76,-63.219999999999345,-1.1384878029454337,0.0,14801047.29,1040710107.83,1055511155.13,0.0,15097749.56,1028396639.92,1043494389.48,-12016765.649999976,-1.138478318452253
89 - Cookie and cracker manufacturing,0.0,2.87,532.27,535.14,0.0,2.93,525.95,528.88,-6.259999999999991,-1.1697873453675658,0.0,980321.28,181618488.02,182598809.3,0.0,999972.83,179461930.28,180461903.11,-2136906.1899999976,-1.17027389071808
9 - Sugarcane and sugar beet farming,0.0,1.61,147.11,148.72,0.0,1.64,145.36,147.0,-1.7199999999999989,-1.1565357719203866,0.0,744355.92,67977698.24,68722054.17,0.0,759277.31,67169509.07,67928786.37,-793267.799999997,-1.154313283531462
"90 - Dry pasta, mixes, and dough manufacturing",0.0,1.36,295.51,296.87,0.0,1.39,292.0,293.38,-3.490000000000009,-1.1755987469262672,0.0,1033169.41,224500323.82,225533493.23,0.0,1053880.36,221833059.02,222886939.38,-2646553.849999994,-1.1734637778616002
91 - Tortilla manufacturing,0.0,1.79,292.7,294.48,0.0,1.83,289.22,291.05,-3.430000000000007,-1.164765009508288,0.0,561794.1,91884947.91,92446742.0,0.0,573055.84,90794299.83,91367355.68,-1079386.3199999928,-1.1675763760284736
92 - Roasted nuts and peanut butter manufacturing,0.0,4.78,259.11,263.9,0.0,4.88,256.05,260.93,-2.9699999999999704,-1.12542629784008,0.0,3526055.13,190951539.11,194477594.23,0.0,3596738.54,188697384.88,192294123.42,-2183470.8100000024,-1.1227364358578544
93 - Other snack food manufacturing,0.0,12.24,810.26,822.51,0.0,12.49,800.7,813.19,-9.319999999999936,-1.133116922590599,0.0,8382294.44,554663942.08,563046236.53,0.0,8550326.18,548116838.89,556667165.08,-6379071.4499999285,-1.1329569467178282
