O*NET-SOC Code,Task ID,Scale ID,Category,Data Value,N,Standard Error,Lower CI Bound,Upper CI Bound,Recommend Suppress,Date,Domain Source
29-1229.01,17075,IM,,4.2,69.0,0.194,3.8156,4.5899,N,08/2022,Incumbent
29-1229.01,17062,IM,,4.12,71.0,0.1583,3.8063,4.4377,N,08/2022,Incumbent
29-1229.01,17065,IM,,3.92,64.0,0.1651,3.5922,4.2518,N,08/2022,Incumbent
29-1229.01,17064,IM,,3.6,43.0,0.2368,3.1239,4.0796,N,08/2022,Incumbent
29-1229.01,17061,IM,,3.32,37.0,0.285,2.7435,3.8994,N,08/2022,Incumbent
29-1229.02,17106,IM,,4.92,25.0,,,,,08/2021,Occupational Expert
29-1229.02,17102,IM,,4.92,25.0,,,,,08/2021,Occupational Expert
29-1229.02,17103,IM,,4.88,25.0,,,,,08/2021,Occupational Expert
29-1229.02,17107,IM,,4.84,25.0,,,,,08/2021,Occupational Expert
29-1229.02,17105,IM,,4.8,25.0,,,,,08/2021,Occupational Expert
29-1229.02,17099,IM,,4.72,25.0,,,,,08/2021,Occupational Expert
29-1229.02,17096,IM,,4.64,25.0,,,,,08/2021,Occupational Expert
29-1229.02,17098,IM,,4.58,24.0,,,,,08/2021,Occupational Expert
29-1229.02,17104,IM,,4.39,23.0,,,,,08/2021,Occupational Expert
29-1229.02,17108,IM,,4.36,25.0,,,,,08/2021,Occupational Expert
29-1229.02,17097,IM,,4.28,25.0,,,,,08/2021,Occupational Expert
29-1229.02,23920,IM,,4.04,24.0,,,,,08/2021,Occupational Expert
29-1229.02,17100,IM,,3.91,22.0,,,,,08/2021,Occupational Expert
29-1229.02,17101,IM,,3.77,22.0,,,,,08/2021,Occupational Expert
29-1229.03,17295,IM,,4.89,45.0,0.0675,4.7515,5.0,N,08/2023,Incumbent
29-1229.03,17294,IM,,4.8,45.0,0.0958,4.6088,4.9951,N,08/2023,Incumbent
29-1229.03,17293,IM,,4.77,45.0,0.0746,4.6196,4.9204,N,08/2023,Incumbent
29-1229.03,17283,IM,,4.76,45.0,0.0814,4.5957,4.9239,N,08/2023,Incumbent
29-1229.03,17289,IM,,4.76,46.0,0.0763,4.6049,4.9123,N,08/2023,Incumbent
29-1229.03,17287,IM,,4.72,44.0,0.0988,4.5174,4.916,N,08/2023,Incumbent
29-1229.03,17284,IM,,4.69,43.0,0.1362,4.4116,4.9614,N,08/2023,Incumbent
29-1229.03,17288,IM,,4.68,44.0,0.1282,4.4223,4.9395,N,08/2023,Incumbent
29-1229.03,17286,IM,,4.63,43.0,0.1229,4.3819,4.878,N,08/2023,Incumbent
29-1229.03,17291,IM,,4.63,44.0,0.18,4.2619,4.9881,N,08/2023,Incumbent
29-1229.03,17290,IM,,4.53,46.0,0.1896,4.1496,4.9133,N,08/2023,Incumbent
29-1229.03,17285,IM,,4.31,45.0,0.1474,4.0151,4.6092,N,08/2023,Incumbent
29-1229.03,17282,IM,,4.25,45.0,0.2166,3.8158,4.6888,N,08/2023,Incumbent
29-1229.03,17292,IM,,3.88,37.0,0.3013,3.2715,4.4937,N,08/2023,Incumbent
29-1229.04,17201,IM,,4.73,67.0,0.05,4.6344,4.8342,N,07/2012,Incumbent
29-1229.04,17200,IM,,4.66,67.0,0.1263,4.4067,4.911,N,07/2012,Incumbent
29-1229.04,17198,IM,,4.6,66.0,0.0993,4.404,4.8006,N,07/2012,Incumbent
29-1229.04,17210,IM,,4.6,66.0,0.0657,4.4704,4.7326,N,07/2012,Incumbent
29-1229.04,17199,IM,,4.49,60.0,0.1264,4.2405,4.7463,N,07/2012,Incumbent
29-1229.04,17203,IM,,4.48,66.0,0.0969,4.2909,4.6779,N,07/2012,Incumbent
29-1229.04,17205,IM,,4.39,63.0,0.129,4.1352,4.651,N,07/2012,Incumbent
29-1229.04,17207,IM,,4.34,48.0,0.161,4.0178,4.6655,N,07/2012,Incumbent
29-1229.04,17204,IM,,4.34,66.0,0.0986,4.1421,4.5358,N,07/2012,Incumbent
29-1229.04,17206,IM,,4.27,67.0,0.1083,4.0495,4.4818,N,07/2012,Incumbent
29-1229.04,17208,IM,,4.23,62.0,0.152,3.9222,4.5302,N,07/2012,Incumbent
29-1229.04,17196,IM,,4.15,56.0,0.1451,3.8639,4.4457,N,07/2012,Incumbent
29-1229.04,17202,IM,,4.13,65.0,0.091,3.9462,4.31,N,07/2012,Incumbent
29-1229.04,17209,IM,,3.9,66.0,0.1171,3.6662,4.1337,N,07/2012,Incumbent
29-1229.04,17197,IM,,3.8,49.0,0.2345,3.327,4.2699,N,07/2012,Incumbent
29-1229.05,17222,IM,,4.59,17.0,,,,,08/2023,Occupational Expert
29-1229.05,17212,IM,,4.25,16.0,,,,,08/2023,Occupational Expert
29-1229.05,17217,IM,,4.21,19.0,,,,,08/2023,Occupational Expert
29-1229.05,17220,IM,,4.21,19.0,,,,,08/2023,Occupational Expert
29-1229.05,17214,IM,,4.21,19.0,,,,,08/2023,Occupational Expert
29-1229.05,17218,IM,,4.21,19.0,,,,,08/2023,Occupational Expert
29-1229.05,17219,IM,,4.17,18.0,,,,,08/2023,Occupational Expert
29-1229.05,17216,IM,,4.17,18.0,,,,,08/2023,Occupational Expert
29-1229.05,17225,IM,,4.06,18.0,,,,,08/2023,Occupational Expert
29-1229.05,17211,IM,,4.05,19.0,,,,,08/2023,Occupational Expert
29-1229.05,17224,IM,,3.94,17.0,,,,,08/2023,Occupational Expert
29-1229.05,17213,IM,,3.89,18.0,,,,,08/2023,Occupational Expert
29-1229.05,17223,IM,,3.84,19.0,,,,,08/2023,Occupational Expert
29-1229.05,17221,IM,,3.63,19.0,,,,,08/2023,Occupational Expert
29-1229.05,17215,IM,,3.56,18.0,,,,,08/2023,Occupational Expert
29-1229.06,17281,IM,,4.63,66.0,0.099,4.4299,4.8254,N,07/2012,Incumbent
29-1229.06,17273,IM,,4.48,64.0,0.1626,4.1549,4.8047,N,07/2012,Incumbent
29-1229.06,17257,IM,,4.44,65.0,0.1766,4.0892,4.7947,N,07/2012,Incumbent
29-1229.06,17268,IM,,4.43,64.0,0.1644,4.1061,4.7631,N,07/2012,Incumbent
29-1229.06,17265,IM,,4.3,62.0,0.139,4.0241,4.5801,N,07/2012,Incumbent
29-1229.06,17276,IM,,4.18,64.0,0.2173,3.7475,4.6162,N,07/2012,Incumbent
29-1229.06,17278,IM,,4.14,64.0,0.0951,3.9546,4.3346,N,07/2012,Incumbent
29-1229.06,17270,IM,,4.09,63.0,0.1216,3.8482,4.3346,N,07/2012,Incumbent
29-1229.06,17259,IM,,4.07,65.0,0.1436,3.7842,4.358,N,07/2012,Incumbent
29-1229.06,17263,IM,,4.07,63.0,0.1949,3.6791,4.4585,N,07/2012,Incumbent
29-1229.06,17269,IM,,4.05,66.0,0.161,3.7237,4.3668,N,07/2012,Incumbent
29-1229.06,17280,IM,,4.04,63.0,0.189,3.6668,4.4222,N,07/2012,Incumbent
29-1229.06,17266,IM,,4.04,64.0,0.1951,3.6514,4.431,N,07/2012,Incumbent
29-1229.06,17267,IM,,3.99,64.0,0.1092,3.7729,4.2094,N,07/2012,Incumbent
29-1229.06,17272,IM,,3.93,64.0,0.2264,3.477,4.3817,N,07/2012,Incumbent
29-1229.06,17274,IM,,3.78,61.0,0.1745,3.4333,4.1316,N,07/2012,Incumbent
29-1229.06,17277,IM,,3.77,54.0,0.2468,3.2747,4.2647,N,07/2012,Incumbent
29-1229.06,17264,IM,,3.77,61.0,0.1589,3.4472,4.0828,N,07/2012,Incumbent
29-1229.06,17279,IM,,3.64,61.0,0.2025,3.2384,4.0485,N,07/2012,Incumbent
29-1229.06,17258,IM,,3.51,60.0,0.2026,3.1045,3.9153,N,07/2012,Incumbent
29-1229.06,17255,IM,,3.45,56.0,0.1898,3.0694,3.8301,N,07/2012,Incumbent
29-1229.06,17262,IM,,3.45,50.0,0.1706,3.1023,3.7879,N,07/2012,Incumbent
29-1229.06,17271,IM,,3.39,64.0,0.1945,2.9986,3.776,N,07/2012,Incumbent
29-1229.06,17275,IM,,3.3,63.0,0.2827,2.7331,3.8635,N,07/2012,Incumbent
29-1229.06,17260,IM,,3.23,52.0,0.1849,2.8544,3.5968,N,07/2012,Incumbent
29-1229.06,17256,IM,,3.16,54.0,0.214,2.7315,3.5901,N,07/2012,Incumbent
29-1229.06,17261,IM,,2.73,57.0,0.2941,2.1417,3.3201,N,07/2012,Incumbent
29-1241.00,17175,IM,,4.81,48.0,0.085,4.6436,4.9857,N,08/2022,Incumbent
29-1241.00,17176,IM,,4.76,48.0,0.1267,4.5056,5.0,N,08/2022,Incumbent
29-1241.00,17166,IM,,4.76,47.0,0.1021,4.5547,4.9656,N,08/2022,Incumbent
29-1241.00,17162,IM,,4.72,47.0,0.1051,4.5077,4.9308,N,08/2022,Incumbent
29-1241.00,17169,IM,,4.72,48.0,0.1097,4.4945,4.9357,N,08/2022,Incumbent
29-1241.00,17171,IM,,4.71,46.0,0.0863,4.5365,4.884,N,08/2022,Incumbent
29-1241.00,17173,IM,,4.7,45.0,0.2267,4.2418,5.0,N,08/2022,Incumbent
29-1241.00,17163,IM,,4.6,49.0,0.1352,4.33,4.8737,N,08/2022,Incumbent
29-1241.00,17167,IM,,4.6,49.0,0.1726,4.2481,4.9423,N,08/2022,Incumbent
29-1241.00,17170,IM,,4.58,46.0,0.1423,4.2942,4.8675,N,08/2022,Incumbent
29-1241.00,17159,IM,,4.51,46.0,0.1561,4.1941,4.8228,N,08/2022,Incumbent
29-1241.00,17160,IM,,4.48,48.0,0.1429,4.1889,4.7639,N,08/2022,Incumbent
29-1241.00,17172,IM,,4.46,44.0,0.1989,4.0622,4.8643,N,08/2022,Incumbent
29-1241.00,17165,IM,,4.34,44.0,0.1895,3.957,4.7215,N,08/2022,Incumbent
29-1241.00,17168,IM,,4.27,43.0,0.2378,3.7872,4.747,N,08/2022,Incumbent
29-1241.00,17174,IM,,4.23,46.0,0.2322,3.7616,4.6968,N,08/2022,Incumbent
29-1241.00,17161,IM,,3.42,29.0,0.1796,3.0501,3.7858,N,08/2022,Incumbent
29-1241.00,17164,IM,,2.63,25.0,0.3475,1.9084,3.3429,N,08/2022,Incumbent
29-1291.00,17370,IM,,4.8,48.0,0.1384,4.5178,5.0,N,08/2020,Incumbent
29-1291.00,17361,IM,,4.79,48.0,0.1888,4.4144,5.0,N,08/2020,Incumbent
29-1291.00,17372,IM,,4.77,48.0,0.1074,4.5516,4.9837,N,08/2020,Incumbent
29-1291.00,17373,IM,,4.76,49.0,0.1072,4.5472,4.9781,N,08/2020,Incumbent
29-1291.00,17366,IM,,4.72,49.0,0.1346,4.4495,4.9907,N,08/2020,Incumbent
29-1291.00,17362,IM,,4.67,49.0,0.1363,4.3991,4.9473,N,08/2020,Incumbent
29-1291.00,17369,IM,,4.65,48.0,0.1698,4.3061,4.9891,N,08/2020,Incumbent
29-1291.00,17357,IM,,4.59,49.0,0.1681,4.2492,4.9252,N,08/2020,Incumbent
29-1291.00,17363,IM,,4.57,48.0,0.1696,4.2314,4.9139,N,08/2020,Incumbent
29-1291.00,17359,IM,,4.55,47.0,0.1984,4.1485,4.947,N,08/2020,Incumbent
29-1291.00,17358,IM,,4.54,49.0,0.1598,4.2224,4.8648,N,08/2020,Incumbent
29-1291.00,17365,IM,,4.54,48.0,0.1573,4.2262,4.8593,N,08/2020,Incumbent
29-1291.00,17356,IM,,4.41,46.0,0.2002,4.0055,4.8119,N,08/2020,Incumbent
29-1291.00,17368,IM,,4.36,45.0,0.2607,3.8362,4.8871,N,08/2020,Incumbent
29-1291.00,17360,IM,,4.33,47.0,0.1881,3.9466,4.7037,N,08/2020,Incumbent
29-1291.00,17364,IM,,4.31,49.0,0.2331,3.839,4.7762,N,08/2020,Incumbent
29-1291.00,17371,IM,,4.17,47.0,0.2497,3.6696,4.675,N,08/2020,Incumbent
29-1291.00,17367,IM,,3.69,45.0,0.3046,3.081,4.3087,N,08/2020,Incumbent
29-1292.00,18536,IM,,4.89,54.0,0.0624,4.7618,5.0,N,08/2021,Incumbent
29-1292.00,417,IM,,4.8,54.0,0.0642,4.6691,4.9266,N,08/2021,Incumbent
29-1292.00,421,IM,,4.79,53.0,0.0612,4.6684,4.9141,N,08/2021,Incumbent
29-1292.00,416,IM,,4.79,53.0,0.1061,4.5779,5.0,N,08/2021,Incumbent
29-1292.00,18537,IM,,4.66,48.0,0.0977,4.465,4.8582,N,08/2021,Incumbent
29-1292.00,418,IM,,4.55,53.0,0.1161,4.3169,4.7829,N,08/2021,Incumbent
29-1292.00,422,IM,,4.51,52.0,0.1462,4.2154,4.8022,N,08/2021,Incumbent
29-1292.00,23921,IM,,4.48,51.0,0.0998,4.2789,4.6796,N,08/2021,Incumbent
29-1292.00,420,IM,,4.47,54.0,0.0762,4.3211,4.627,N,08/2021,Incumbent
29-1292.00,18538,IM,,4.47,53.0,0.1898,4.0867,4.8486,N,08/2021,Incumbent
29-1292.00,18539,IM,,4.4,48.0,0.1431,4.1117,4.6876,N,08/2021,Incumbent
29-1292.00,419,IM,,4.31,50.0,0.2569,3.7985,4.8308,N,08/2021,Incumbent
29-1292.00,427,IM,,3.92,44.0,0.2424,3.4302,4.4078,N,08/2021,Incumbent
29-1292.00,424,IM,,3.83,42.0,0.2269,3.3743,4.2908,N,08/2021,Incumbent
29-1292.00,428,IM,,2.98,14.0,0.5258,1.8465,4.1184,N,08/2021,Incumbent
29-1292.00,425,IM,,2.75,23.0,0.3748,1.9756,3.53,N,08/2021,Incumbent
29-1299.01,18418,IM,,4.96,25.0,,,,,08/2021,Occupational Expert
29-1299.01,18412,IM,,4.88,25.0,,,,,08/2021,Occupational Expert
29-1299.01,18413,IM,,4.88,25.0,,,,,08/2021,Occupational Expert
29-1299.01,18410,IM,,4.87,23.0,,,,,08/2021,Occupational Expert
29-1299.01,18409,IM,,4.84,25.0,,,,,08/2021,Occupational Expert
29-1299.01,18411,IM,,4.84,25.0,,,,,08/2021,Occupational Expert
29-1299.01,18414,IM,,4.71,24.0,,,,,08/2021,Occupational Expert
29-1299.01,18408,IM,,4.4,25.0,,,,,08/2021,Occupational Expert
29-1299.01,18420,IM,,4.36,25.0,,,,,08/2021,Occupational Expert
29-1299.01,18407,IM,,4.26,23.0,,,,,08/2021,Occupational Expert
29-1299.01,18406,IM,,4.16,25.0,,,,,08/2021,Occupational Expert
29-1299.01,18424,IM,,4.04,24.0,,,,,08/2021,Occupational Expert
29-1299.01,18423,IM,,3.86,22.0,,,,,08/2021,Occupational Expert
29-1299.01,18415,IM,,3.67,21.0,,,,,08/2021,Occupational Expert
29-1299.01,18422,IM,,3.67,24.0,,,,,08/2021,Occupational Expert
29-1299.01,18405,IM,,3.63,19.0,,,,,08/2021,Occupational Expert
29-1299.01,18417,IM,,3.47,19.0,,,,,08/2021,Occupational Expert
29-1299.01,18421,IM,,3.29,21.0,,,,,08/2021,Occupational Expert
29-1299.01,18416,IM,,3.24,21.0,,,,,08/2021,Occupational Expert
29-1299.01,18419,IM,,3.33,15.0,,,,,08/2021,Occupational Expert
29-1299.02,18429,IM,,4.96,28.0,,,,,08/2021,Occupational Expert
29-1299.02,18430,IM,,4.96,28.0,,,,,08/2021,Occupational Expert
29-1299.02,18432,IM,,4.96,28.0,,,,,08/2021,Occupational Expert
29-1299.02,18428,IM,,4.93,28.0,,,,,08/2021,Occupational Expert
29-1299.02,18426,IM,,4.89,28.0,,,,,08/2021,Occupational Expert
29-1299.02,18427,IM,,4.82,28.0,,,,,08/2021,Occupational Expert
29-1299.02,18431,IM,,4.7,27.0,,,,,08/2021,Occupational Expert
29-1299.02,18434,IM,,4.6,25.0,,,,,08/2021,Occupational Expert
29-1299.02,18440,IM,,4.21,28.0,,,,,08/2021,Occupational Expert
29-1299.02,18433,IM,,4.05,22.0,,,,,08/2021,Occupational Expert
29-1299.02,18436,IM,,4.04,24.0,,,,,08/2021,Occupational Expert
29-1299.02,18435,IM,,3.88,25.0,,,,,08/2021,Occupational Expert
29-1299.02,18439,IM,,3.52,25.0,,,,,08/2021,Occupational Expert
29-1299.02,18438,IM,,3.52,25.0,,,,,08/2021,Occupational Expert
29-1299.02,18437,IM,,3.3,23.0,,,,,08/2021,Occupational Expert
29-1299.02,18425,IM,,3.12,26.0,,,,,08/2021,Occupational Expert
29-2011.00,1887,IM,,4.93,105.0,0.034,4.8657,5.0,N,07/2013,Incumbent
29-2011.00,1886,IM,,4.91,105.0,0.0387,4.8308,4.9844,N,07/2013,Incumbent
29-2011.00,1888,IM,,4.85,102.0,0.0546,4.741,4.9578,N,07/2013,Incumbent
29-2011.00,15233,IM,,4.83,92.0,0.0628,4.7081,4.9577,N,07/2013,Incumbent
29-2011.00,1889,IM,,4.79,104.0,0.0506,4.6855,4.8861,N,07/2013,Incumbent
29-2011.00,15232,IM,,4.74,105.0,0.0878,4.5653,4.9136,N,07/2013,Incumbent
29-2011.00,1890,IM,,4.69,96.0,0.1142,4.4587,4.9121,N,07/2013,Incumbent
29-2011.00,1892,IM,,4.6,104.0,0.07,4.459,4.7368,N,07/2013,Incumbent
29-2011.00,1893,IM,,4.53,92.0,0.0883,4.3557,4.7066,N,07/2013,Incumbent
29-2011.00,1896,IM,,4.37,67.0,0.2547,3.8659,4.8829,N,07/2013,Incumbent
29-2011.00,1894,IM,,4.01,97.0,0.1258,3.7632,4.2627,N,07/2013,Incumbent
29-2011.00,1895,IM,,3.93,90.0,0.2343,3.4622,4.3934,N,07/2013,Incumbent
29-2011.00,1901,IM,,4.61,24.0,0.1121,4.379,4.8426,N,07/2013,Incumbent
29-2011.00,1899,IM,,4.54,69.0,0.1738,4.1884,4.882,N,07/2013,Incumbent
29-2011.00,1898,IM,,4.47,64.0,0.1107,4.2498,4.6922,N,07/2013,Incumbent
29-2011.01,17390,IM,,5.0,21.0,,,,,08/2021,Occupational Expert
29-2011.01,17389,IM,,5.0,21.0,,,,,08/2021,Occupational Expert
29-2011.01,17385,IM,,4.95,21.0,,,,,08/2021,Occupational Expert
29-2011.01,20569,IM,,4.94,16.0,,,,,08/2021,Occupational Expert
29-2011.01,20565,IM,,4.9,21.0,,,,,08/2021,Occupational Expert
29-2011.01,17391,IM,,4.9,21.0,,,,,08/2021,Occupational Expert
29-2011.01,17382,IM,,4.9,21.0,,,,,08/2021,Occupational Expert
29-2011.01,17376,IM,,4.86,21.0,,,,,08/2021,Occupational Expert
29-2011.01,17388,IM,,4.86,21.0,,,,,08/2021,Occupational Expert
29-2011.01,17377,IM,,4.85,20.0,,,,,08/2021,Occupational Expert
29-2011.01,20568,IM,,4.81,21.0,,,,,08/2021,Occupational Expert
29-2011.01,17380,IM,,4.81,21.0,,,,,08/2021,Occupational Expert
29-2011.01,17392,IM,,4.76,21.0,,,,,08/2021,Occupational Expert
29-2011.01,17381,IM,,4.7,20.0,,,,,08/2021,Occupational Expert
29-2011.01,20570,IM,,4.65,20.0,,,,,08/2021,Occupational Expert
29-2011.01,17375,IM,,4.65,20.0,,,,,08/2021,Occupational Expert
29-2011.01,20566,IM,,4.65,20.0,,,,,08/2021,Occupational Expert
29-2011.01,20571,IM,,4.62,21.0,,,,,08/2021,Occupational Expert
29-2011.01,17383,IM,,4.57,21.0,,,,,08/2021,Occupational Expert
29-2011.01,17386,IM,,4.53,15.0,,,,,08/2021,Occupational Expert
29-2011.01,17384,IM,,4.5,20.0,,,,,08/2021,Occupational Expert
29-2011.01,20572,IM,,4.47,17.0,,,,,08/2021,Occupational Expert
29-2011.01,17378,IM,,4.42,19.0,,,,,08/2021,Occupational Expert
29-2011.01,17393,IM,,4.4,20.0,,,,,08/2021,Occupational Expert
29-2011.01,17379,IM,,4.24,21.0,,,,,08/2021,Occupational Expert
29-2011.01,20573,IM,,3.89,18.0,,,,,08/2021,Occupational Expert
29-2011.01,17394,IM,,3.78,18.0,,,,,08/2021,Occupational Expert
29-2011.01,17374,IM,,3.62,21.0,,,,,08/2021,Occupational Expert
29-2011.01,17387,IM,,4.82,11.0,,,,,08/2021,Occupational Expert
29-2011.01,20567,IM,,4.71,14.0,,,,,08/2021,Occupational Expert
29-2011.02,17395,IM,,5.0,22.0,,,,,08/2021,Occupational Expert
29-2011.02,17401,IM,,5.0,22.0,,,,,08/2021,Occupational Expert
29-2011.02,17405,IM,,4.95,22.0,,,,,08/2021,Occupational Expert
29-2011.02,17397,IM,,4.86,22.0,,,,,08/2021,Occupational Expert
29-2011.02,17396,IM,,4.82,22.0,,,,,08/2021,Occupational Expert
29-2011.02,17402,IM,,4.77,22.0,,,,,08/2021,Occupational Expert
29-2011.02,17398,IM,,4.73,22.0,,,,,08/2021,Occupational Expert
29-2011.02,17399,IM,,4.68,22.0,,,,,08/2021,Occupational Expert
29-2011.02,17404,IM,,4.27,15.0,,,,,08/2021,Occupational Expert
29-2011.02,17406,IM,,4.14,22.0,,,,,08/2021,Occupational Expert
29-2011.02,17407,IM,,4.0,22.0,,,,,08/2021,Occupational Expert
29-2011.02,17408,IM,,3.7,20.0,,,,,08/2021,Occupational Expert
29-2011.02,17400,IM,,2.4,15.0,,,,,08/2021,Occupational Expert
29-2011.04,22781,IM,,4.86,21.0,,,,,08/2024,Occupational Expert
29-2011.04,22780,IM,,4.76,21.0,,,,,08/2024,Occupational Expert
29-2011.04,22791,IM,,4.71,21.0,,,,,08/2024,Occupational Expert
29-2011.04,22779,IM,,4.62,21.0,,,,,08/2024,Occupational Expert
29-2011.04,22778,IM,,4.48,21.0,,,,,08/2024,Occupational Expert
29-2011.04,22787,IM,,4.47,19.0,,,,,08/2024,Occupational Expert
29-2011.04,22784,IM,,4.43,21.0,,,,,08/2024,Occupational Expert
29-2011.04,22789,IM,,4.4,20.0,,,,,08/2024,Occupational Expert
29-2011.04,22790,IM,,4.33,21.0,,,,,08/2024,Occupational Expert
29-2011.04,22782,IM,,4.29,21.0,,,,,08/2024,Occupational Expert
29-2011.04,22788,IM,,4.1,20.0,,,,,08/2024,Occupational Expert
29-2011.04,22786,IM,,4.05,19.0,,,,,08/2024,Occupational Expert
29-2011.04,22783,IM,,3.88,16.0,,,,,08/2024,Occupational Expert
29-2011.04,22792,IM,,3.8,20.0,,,,,08/2024,Occupational Expert
29-2011.04,22793,IM,,3.67,21.0,,,,,08/2024,Occupational Expert
29-2011.04,22785,IM,,3.5,6.0,,,,,08/2024,Occupational Expert
29-2012.00,1902,IM,,4.8,105.0,0.1186,4.5663,5.0,N,07/2014,Incumbent
29-2012.00,1904,IM,,4.78,92.0,0.0721,4.6382,4.9246,N,07/2014,Incumbent
29-2012.00,18535,IM,,4.69,106.0,0.1009,4.4855,4.8857,N,07/2014,Incumbent
29-2012.00,1915,IM,,4.62,95.0,0.1002,4.4252,4.8232,N,07/2014,Incumbent
29-2012.00,1910,IM,,4.38,71.0,0.2012,3.9821,4.7847,N,07/2014,Incumbent
29-2012.00,1914,IM,,4.06,84.0,0.2143,3.6346,4.4872,N,07/2014,Incumbent
29-2012.00,1907,IM,,4.89,62.0,0.061,4.7632,5.0,N,07/2014,Incumbent
29-2012.00,1908,IM,,4.69,66.0,0.1575,4.3732,5.0,N,07/2014,Incumbent
29-2012.00,1909,IM,,4.54,72.0,0.2085,4.1249,4.9565,N,07/2014,Incumbent
29-2012.00,1911,IM,,4.48,47.0,0.2312,4.0099,4.9405,N,07/2014,Incumbent
29-2012.00,1906,IM,,4.41,24.0,0.1869,4.0236,4.7971,N,07/2014,Incumbent
29-2012.00,1917,IM,,4.39,57.0,0.1945,3.9988,4.7779,N,07/2014,Incumbent
29-2012.00,1905,IM,,4.24,62.0,0.1984,3.8451,4.6387,N,07/2014,Incumbent
29-2031.00,4132,IM,,4.83,91.0,0.0275,4.7788,4.8882,N,07/2014,Incumbent
29-2031.00,4129,IM,,4.71,99.0,0.0789,4.5515,4.8647,N,07/2014,Incumbent
29-2031.00,4127,IM,,4.66,82.0,0.0695,4.5201,4.7968,N,07/2014,Incumbent
29-2031.00,4134,IM,,4.62,101.0,0.0617,4.4955,4.7404,N,07/2014,Incumbent
29-2031.00,4128,IM,,4.61,89.0,0.0966,4.4161,4.8,N,07/2014,Incumbent
29-2031.00,4133,IM,,4.6,101.0,0.0614,4.4815,4.7249,N,07/2014,Incumbent
29-2031.00,4135,IM,,4.6,77.0,0.0626,4.4727,4.7219,N,07/2014,Incumbent
29-2031.00,4136,IM,,4.46,94.0,0.0807,4.2981,4.6184,N,07/2014,Incumbent
29-2031.00,4137,IM,,4.12,78.0,0.1178,3.8867,4.356,N,07/2014,Incumbent
29-2031.00,4138,IM,,3.74,67.0,0.1623,3.4144,4.0624,N,07/2014,Incumbent
29-2031.00,4144,IM,,4.72,62.0,0.0947,4.5318,4.9105,N,07/2014,Incumbent
29-2031.00,15235,IM,,4.71,43.0,0.1206,4.4693,4.956,N,07/2014,Incumbent
29-2031.00,4142,IM,,4.69,52.0,0.1084,4.4735,4.9089,N,07/2014,Incumbent
29-2031.00,15236,IM,,4.64,39.0,0.102,4.4312,4.8443,N,07/2014,Incumbent
29-2031.00,4143,IM,,4.62,63.0,0.1272,4.3699,4.8784,N,07/2014,Incumbent
29-2031.00,4140,IM,,4.62,46.0,0.1148,4.385,4.8476,N,07/2014,Incumbent
29-2031.00,4131,IM,,4.61,59.0,0.0956,4.423,4.8055,N,07/2014,Incumbent
29-2031.00,4141,IM,,4.57,34.0,0.1242,4.3147,4.8203,N,07/2014,Incumbent
29-2031.00,15237,IM,,4.55,70.0,0.1512,4.2512,4.8545,N,07/2014,Incumbent
29-2031.00,15238,IM,,4.16,37.0,0.1327,3.887,4.4251,N,07/2014,Incumbent
29-2031.00,15234,IM,,3.61,71.0,0.1374,3.3368,3.8847,N,07/2014,Incumbent
29-2032.00,432,IM,,4.87,116.0,0.0387,4.7905,4.9437,N,07/2013,Incumbent
29-2032.00,433,IM,,4.85,116.0,0.0355,4.7824,4.9231,N,07/2013,Incumbent
29-2032.00,434,IM,,4.84,113.0,0.0437,4.753,4.926,N,07/2013,Incumbent
29-2032.00,436,IM,,4.83,116.0,0.0467,4.7415,4.9266,N,07/2013,Incumbent
29-2032.00,435,IM,,4.83,115.0,0.0474,4.733,4.9207,N,07/2013,Incumbent
29-2032.00,431,IM,,4.82,115.0,0.0323,4.7514,4.8793,N,07/2013,Incumbent
29-2032.00,440,IM,,4.74,115.0,0.0564,4.6267,4.8503,N,07/2013,Incumbent
29-2032.00,437,IM,,4.65,112.0,0.0652,4.5245,4.7831,N,07/2013,Incumbent
29-2032.00,439,IM,,4.63,115.0,0.0961,4.4396,4.8201,N,07/2013,Incumbent
29-2032.00,443,IM,,4.61,111.0,0.0576,4.4998,4.7281,N,07/2013,Incumbent
29-2032.00,441,IM,,4.56,87.0,0.1082,4.342,4.7723,N,07/2013,Incumbent
29-2032.00,442,IM,,4.39,104.0,0.0946,4.2071,4.5822,N,07/2013,Incumbent
29-2032.00,447,IM,,4.28,114.0,0.1299,4.0253,4.5398,N,07/2013,Incumbent
29-2032.00,448,IM,,4.07,110.0,0.1387,3.7913,4.3409,N,07/2013,Incumbent
29-2032.00,444,IM,,3.99,97.0,0.1311,3.7325,4.2529,N,07/2013,Incumbent
29-2032.00,445,IM,,3.97,96.0,0.1752,3.621,4.3165,N,07/2013,Incumbent
29-2032.00,449,IM,,3.92,77.0,0.1184,3.6808,4.1523,N,07/2013,Incumbent
29-2032.00,446,IM,,3.91,112.0,0.1156,3.6792,4.1375,N,07/2013,Incumbent
29-2032.00,438,IM,,4.46,81.0,0.1157,4.2314,4.6917,N,07/2013,Incumbent
29-2032.00,450,IM,,3.44,32.0,0.2556,2.9195,3.9621,N,07/2013,Incumbent
29-2033.00,15239,IM,,4.91,132.0,0.0379,4.8341,4.984,N,07/2013,Incumbent
